Latitude,Longitude,Kommune,Navn,Takster,Tilbudstyper,Pladser_på_tilbudstypen,Adresse,Kontaktperson,Pladser,Leder,Driftsherre,Virksomhedens_navn,Virksomhedsform,CVR,Tilsynsførende_myndighed,Årsomsætning,Soliditetsgrad,Overskud,Overskud_vs_omsætning,Løn_leder,Løn_personale,Løn_administration,Omkostninger_eksternt,Bestyrelseshonorarer,Løn_vs_omsætning,Omkostninger_til_kompetenceudvikling_vs_omsætning,Ejendomsomkostninger_vs_omsætning
56.08467,9.571822,Silkeborg Kommune,HabitusHuset Them,"Fra 10.110,49 - 10.110,49 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
                
            
                
                    3 - Botilbud til midlertidige ophold, § 107","Horsensvej 3
    

    8653 Them","Elizabeth Haizmann Bergstrøm

                ehb@habitus.dk
                
                    Telefon: 20610241","Botilbud til midlertidige ophold, § 107
    
    
        

            
                3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Der er i alt 6 pladser som er fleksible efter §107 og §108. Alle pladser er skærmede og med 1:1 støtte.
        
    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Der er i alt 6 pladser som er fleksible efter §107 og §108. Alle pladser er skærmede og med 1:1 støtte.","Tine Schnejder
    

    tsch@habitus.dk
    
        Telefon: 25257726",HabitusHuset Gødstrup ApS,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,,,,,,,,,,,,
55.415531,11.33644,Slagelse Kommune,Botilbud Spektrum,"Fra 2.530,01 - 2.638,76 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","6 - Botilbud til midlertidige ophold, § 107
                
            
                
                    6 - Botilbud til længerevarende ophold, § 108","Kalundborgvej 83
    

    4200 Slagelse","Jeanne Schou

                js@botilbudspektrum.dk
                
                    Telefon: 21229045","Botilbud til længerevarende ophold, § 108
    
    
        

            
                6 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            12 stk. fleksible pladser jf. §§ 107-8
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                6 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            12 stk. fleksible pladser jf. §§ 107-8","Jeanne Schou
    

    js@botilbudspektrum.dk
    
        Telefon: 21229045",Tilbuddet selv,Fonden Botilbud Spektrum,Fonde og andre selvejende institutioner,26774624,Socialtilsyn Øst,,,,,,,,,,,,
55.617945,12.610746,Tårnby Kommune,Kamager,Fra 2.598 - 7.610 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
            
        
            
                Botilbud til længerevarende ophold, § 108","16 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
                
            
                
                    24 - Botilbud til længerevarende ophold, § 108","Brønderslev Alle 21
    

    2770 Kastrup","Anna Marie Karleby

                mie.karleby@regionh.dk
                
                    Telefon: 38668181","Botilbud til længerevarende ophold, § 108
    
    
        
            24 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Kamager er bygget som et åbent sammenhængende tilbud i et plan, med alt under samme tag. Visitation til pladser foregår centralt i Region H, og der er ikke forskel på boligerne i afdelingerne. Takster og beboerbetaling for ophold er næsten ens, forskelle er kun begrundet i opkrævelsespraksis. 
Boligerne er etrums boliger (uden køkken) med eget bad/toilet og lille have. Beboerne benytter frit hele huset og færdes/opholder sig hvor de har lyst. Det pædagogiske tilbud er det samme på hele Kamager.
        
    

            
                
    Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        
            16 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Alle boliger på Kamager ligger under samme tag, i en stor sammenhængende enhed. Evt. behov for skærmning kan kun foregå ved personalestøtte.","Anna Marie Karleby
    

    mie.karleby@regionh.dk
    
        Telefon: 38668181",Tilbuddet selv,Region Hovedstaden,Region,29190623,"EAN-nummer
    
        5798001590419",,,,,,,,,,,,
55.759582,12.450765,Gladsaxe Kommune,Egebo Botilbud og Dagcenter,"Fra 2.029,81 - 2.029,81 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","12 - Botilbud til midlertidige ophold, § 107
                
            
                
                    12 - Botilbud til længerevarende ophold, § 108","Vadstrupvej 25A
    

    2880 Bagsværd","Johnny Madsen

                robin@egebo.info
                
                    Telefon: 44988510","Botilbud til midlertidige ophold, § 107
    
    
        

            
                12 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Borgere som er visteret til en §107 eller en §108 plads vil automatisk få de samme ydelser som indgår i en særskilt §104 indskrivning for borgere der ikke bor i Egebo 
        
    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                12 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Borgere som er visteret til en §107 eller en §108 plads vil automatisk få de samme ydelser som indgår i en særskilt §104 indskrivning for borgere der ikke bor i Egebo","Johnny Madsen
    

    robin@egebo.info
    
        Telefon: 44988510",Tilbuddet selv,Egebo Botilbud og Dagcenter ApS,Anpartsselskab,43388622,Socialtilsyn Hovedstaden,,,,,,,,,,,,
56.809308,8.867477,Morsø Kommune,Fjorden (Bostedet Kærvang),Fra 2.131 - 3.060 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","22 - Botilbud til længerevarende ophold, § 108
                
            
                
                    3 - Botilbud til midlertidige ophold, § 107","Strandparken 82
    

    7900 Nykøbing M","Mia Sørensen

                m.schnefeldt@rn.dk
                
                    Telefon: 97645120","Botilbud til længerevarende ophold, § 108
    
    
        

            
                22 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            De i alt 25 pladser kan bruges fleksibelt til såvel §108 som §107
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            De i alt 25 pladser kan bruges fleksibelt til såvel §108 som §107","Mia Sørensen
    

    m.schnefeldt@rn.dk
    
        Telefon: 97645120",Tilbuddet selv,Region Nordjylland,Region,29190941,"EAN-nummer
    
        5798003280561",49.756.851 kr.,,-1.210.800 kr.,"-2,43 %",744.936 kr.,35.483.217 kr.,2.978.989 kr.,527.119 kr.,0 kr.,"82,77 %","1,02 %","10,84 %"
55.863035,9.854273,Horsens Kommune,Kildegade 52 - Center for Psykiatri og Socialt udsatte,Fra 1.916 - 3.686 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","2 - Botilbud til længerevarende ophold, § 108
                
            
                
                    16 - Botilbud til midlertidige ophold, § 107","Kildegade 52
    

    8700 Horsens","Didde Fryland

                dkf@horsens.dk
                
                    Telefon: 29321420","Botilbud til længerevarende ophold, § 108
    
    
        
            2 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            -
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            16 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            -","Didde Fryland
    

    dkf@horsens.dk
    
        Telefon: 29321420",Tilbuddet selv,Horsens Kommune,Primærkommune,29189889,"EAN-nummer
    
        5798006170104",,,,,,,,,,,,
55.815,8.625687,Varde Kommune,Bofællesskabet Østbækhjemmet gr. 3 (Boliginstitutionen Østbækhjemmet),"Fra 1.443,4 - 2.569,12 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","0 - Botilbud til midlertidige ophold, § 107
                
            
                
                    7 - Botilbud til længerevarende ophold, § 108","Industrivej 19B
    

    6870 Ølgod","Marianne Søndergård

                kontor@ostbaekhjemmet.dk
                
                    Telefon: 75245947","Botilbud til midlertidige ophold, § 107
    
    
        
            0 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            7 pladser -
            ingen ledige","Marianne Søndergård
    

    kontor@ostbaekhjemmet.dk
    
        Telefon: 75245947",Tilbuddet selv,Bofællesskabet Østbækhjemmet,Øvrige virksomhedsformer,72680111,Socialtilsyn Syd,12.260.836 kr.,"62,5 %",1.028.619 kr.,"8,39 %",666.978 kr.,6.752.178 kr.,1.386.399 kr.,1.259.979 kr.,0 kr.,"82,1 %","1,4 %","0,6 %"
55.499314,9.556841,Kolding Kommune,"Æblehaven, Skrænten (Autismecenter Syddanmark, Æblehaven, Holmehøj og Kirkevej)",Fra 3.741 - 10.160 kr.,"Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
                
            
                
                    6 - Botilbud til længerevarende ophold, § 108","Fjordvej 160
    

    6000 Kolding","Anne-Mette Sørensen

                amso@rsyd.dk
                
                    Telefon: 30324621","Botilbud til midlertidige ophold, § 107
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            ne efter § 107 er fleksible og kan både anvendes som pladser efter § 107 og § 108. 
        
    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            6 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            ne efter § 107 er fleksible og kan både anvendes som pladser efter § 107 og § 108.","Niels Christian Hansen
    

    nicfha@rsyd.dk
    
        Telefon: 994431989",Tilbuddet selv,Region Syddanmark,Region,29190909,"EAN-nummer
    
        5798002571561",22.075.000 kr.,,-329.000 kr.,"-1,49 %",650.000 kr.,15.218.000 kr.,1.107.000 kr.,839.000 kr.,0 kr.,"80,7 %","1,04 %","6,4 %"
55.410421,11.338125,Slagelse Kommune,Selvbo (Botilbuddet Selvbo ApS),"Fra 1.916,19 - 3.015,1 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","8 - Botilbud til midlertidige ophold, § 107
                
            
                
                    8 - Botilbud til længerevarende ophold, § 108","Kalundborgvej 39A
    

    4200 Slagelse","Peter Mikael Olsen

                po@selvbo.dk
                
                    Telefon: 27791150","Botilbud til midlertidige ophold, § 107
    
    
        
            8 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            8 pladser -
            ingen ledige","Peter Mikael Olsen
    

    po@selvbo.dk
    
        Telefon: 27791150",Tilbuddet selv,Botilbuddet Selvbo ApS,Anpartsselskab,40661212,Socialtilsyn Øst,32.727.220 kr.,"33,08 %",1.998.628 kr.,"6,11 %",867.701 kr.,15.697.302 kr.,3.267.644 kr.,486.653 kr.,0 kr.,"63,72 %","0,44 %","14,34 %"
55.913677,11.603265,Odsherred Kommune,Hyacinthuset (Habitus Åkandehuset),"Fra 9.730,8 - 9.730,8 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","1 - Botilbud til længerevarende ophold, § 108
                
            
                
                    0 - Botilbud til midlertidige ophold, § 107","Ellingebjergvej 3D
    

    4573 Højby","Elizabeth Bergstrøm

                ehb@habitus.dk
                
                    Telefon: +4520610241","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Ydelsen indeholder Socialpædagogisk støtte samt praktisk og personlig hjælp.
Ydelsen indeholder også logi, men ikke kost. 

        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            0 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Ydelsen indeholder Socialpædagogisk støtte samt praktisk og personlig hjælp.
Ydelsen indeholder også logi, men ikke kost.","Kasper Jakobsen
    

    kjak@habitus.dk
    
        Telefon: 81812525",Habitus Åkandehuset ApS,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,28.933.950 kr.,"6,4 %",1.529.075 kr.,"5,28 %",572.074 kr.,18.632.785 kr.,244.357 kr.,1.054.492 kr.,28.746 kr.,"73,78 %","1,7 %","4,6 %"
56.647279,9.992417,Mariagerfjord Kommune,Tårnbo/Tårnly (Særforanstaltninger - Sødisbakke),Fra 9.368 - 9.368 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","7 - Botilbud til længerevarende ophold, § 108
                
            
                
                    4 - Botilbud til midlertidige ophold, § 107","Havndalvej 7
    

    9550 Mariager","Mette Sommer-Dahl

                metaag@rn.dk
                
                    Telefon: 92438196","Botilbud til længerevarende ophold, § 108
    
    
        

            
                7 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Afdelingen har 10 pladser efter §108, hvoraf tre pladser kan anvendes fleksibelt til § 107.

Én plads er forbeholdt § 107.

        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                4 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            Afdelingen har 10 pladser efter §108, hvoraf tre pladser kan anvendes fleksibelt til § 107.

Én plads er forbeholdt § 107.","Mette Sommer-Dahl
    

    metaag@rn.dk
    
        Telefon: 92438196",Tilbuddet selv,Region Nordjylland,Region,29190941,"EAN-nummer
    
        5798003280653",56.508.148 kr.,,1.539.960 kr.,"2,73 %",711.022 kr.,39.754.747 kr.,4.764.265 kr.,843.621 kr.,0 kr.,"84,79 %","0,77 %","5,37 %"
55.913677,11.603265,Odsherred Kommune,Rosenhuset (Habitus Åkandehuset),"Fra 9.730,8 - 9.730,8 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","0 - Botilbud til midlertidige ophold, § 107
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","Ellingebjergvej 3D
    

    4573 Højby","Elizabeth Bergstrøm

                ehb@habitus.dk
                
                    Telefon: +4520610241","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Ydelsen indeholder Socialpædagogisk støtte samt praktisk og personlig hjælp.
Ydelsen indeholder også logi, men ikke kost. 

        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            0 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Ydelsen indeholder Socialpædagogisk støtte samt praktisk og personlig hjælp.
Ydelsen indeholder også logi, men ikke kost.","Kasper Jakobsen
    

    kjak@habitus.dk
    
        Telefon: 81812525",Habitus Åkandehuset ApS,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,28.933.950 kr.,"6,4 %",1.529.075 kr.,"5,28 %",572.074 kr.,18.632.785 kr.,244.357 kr.,1.054.492 kr.,28.746 kr.,"73,78 %","1,7 %","4,6 %"
55.956742,9.590122,Horsens Kommune,Habitus Huset Brædstrup (Habitus Huset Nordahl),"Fra 1.933,76 - 18.704,12 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Aktivitets- og samværstilbud, § 104
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","Åstruplundvej 2
    

    8740 Brædstrup","Elizabeth Bergstrøm

                ehb@habitus.dk
                
                    Telefon: 25257069","Aktivitets- og samværstilbud, § 104
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
                
                    Heraf er 1 pladser forbeholdt beboere på botilbuddet
                
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                1 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Boligen er fleksibelt godkendt jf. SEL §§107/108","Tine Schnejder
    

    tsch@habitus.dk
    
        Telefon: +4525257726",HabitusHuset Nordahl ApS,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,16.102.717 kr.,-19 %,-162.001 kr.,"-1,01 %",502.255 kr.,9.265.454 kr.,23.337 kr.,1.162.431 kr.,34.996 kr.,"71,28 %","2,6 %","7,2 %"
56.444046,10.671916,Norddjurs Kommune,Nyvang Stenvadvej (Område Ørum - Nyvang),Fra 0 - 6.879 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","7 - Botilbud til længerevarende ophold, § 108
                
            
                
                    1 - Botilbud til midlertidige ophold, § 107","Dystrupvej 4
    

    8586 Ørum Djurs","Rasmus Johansson

                ralj@norddjurs.dk
                
                    Telefon: 40137699","Botilbud til midlertidige ophold, § 107
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                7 pladser -
                Kontakt afdelingen om ledige pladser","Rasmus Johansson
    

    ralj@norddjurs.dk
    
        Telefon: 40137699",Tilbuddet selv,Norddjurs Kommune,Primærkommune,29189986,"EAN-nummer
    
        5798004374924",17.936.000 kr.,,-55.000 kr.,"-0,31 %",483.888 kr.,12.104.339 kr.,881.728 kr.,1.074.911 kr.,0 kr.,"83,32 %","0,62 %","2,39 %"
56.742084,9.352637,Vesthimmerlands Kommune,Klovenhøj (Botilbud på Tværs ApS),"Fra 7.140,69 - 9.559,08 kr.","Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Botilbud til midlertidige ophold, § 107
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","Klovenhøjvej 17
    

    9640 Farsø","Kristian Virenfeldt

                kristian@tvaers.com
                
                    Telefon: 22685301","Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Kan anvendes fleksibelt efter §107
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Kan anvendes fleksibelt efter §108","Asgar Toft
    

    asgar@tvaers.com
    
        Telefon: 22691809",Tilbuddet selv,Botilbud på Tværs ApS,Anpartsselskab,29316279,Socialtilsyn Nord,86.989.942 kr.,"27,5 %",2.543.672 kr.,"2,92 %",991.247 kr.,64.962.196 kr.,3.793.523 kr.,1.030.682 kr.,218.718 kr.,"84,31 %","0,72 %","2,94 %"
56.356471,8.669705,Holstebro Kommune,Botilbuddet Hyldgården hus 9 og 29 (Center for Handicap),Fra 427 - 729 kr.,"Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
            
        
            
                Botilbud til længerevarende ophold, § 108","10 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
                
            
                
                    11 - Botilbud til længerevarende ophold, § 108","Mellemtoft 1
    

    7500 Holstebro","Gitte Cramer

                gitte.cramer@holstebro.dk
                
                    Telefon: 96116501","Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
    
    
        

            
                10 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            11 pladser -
            ingen ledige","Inge Andersen
    

    inge.norgaard@holstebro.dk
    
        Telefon: 96114603",Tilbuddet selv,Holstebro Kommune,Primærkommune,29189927,"EAN-nummer
    
        5798004623398",163.715.303 kr.,,-4.907.365 kr.,-3 %,709.721 kr.,107.110.850 kr.,1.257.522 kr.,14.017.379 kr.,0 kr.,"77,81 %","0,7 %","3,8 %"
57.116371,10.029544,Aalborg Kommune,VoksenBøgen Pitsvej (VoksenBøgen),Fra 5.152 - 5.152 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
                
            
                
                    2 - Botilbud til midlertidige ophold, § 107","Pitsvej 2
    

    9310 Vodskov","Rikke Møller

                rfro-jv@aalborg.dk
                
                    Telefon: 20464230","Botilbud til længerevarende ophold, § 108
    
    
        

            
                3 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Der kan optræde fleksibilitet mellem fordelingen af pladser mellem ydelsesparagrafferne. 
        
    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        

            
                2 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Der kan optræde fleksibilitet mellem fordelingen af pladser mellem ydelsesparagrafferne.","Rikke Møller
    

    rfro-jv@aalborg.dk
    
        Telefon: 20464230",Tilbuddet selv,Aalborg Kommune,Primærkommune,29189420,"EAN-nummer
    
        5798003750682",38.113.293 kr.,,974.645 kr.,"2,56 %",683.301 kr.,24.487.588 kr.,1.446.062 kr.,1.017.338 kr.,0 kr.,"75,98 %","0,73 %","7,83 %"
57.346535,9.787657,Hjørring Kommune,Habitus Huset Nørkær (Habitus Husene Fjelsted),"Fra 1.933,76 - 15.155,24 kr.","Aktivitets- og samværstilbud, § 104
            
        
            
                Botilbud til længerevarende ophold, § 108","1 - Aktivitets- og samværstilbud, § 104
                
            
                
                    1 - Botilbud til længerevarende ophold, § 108","Nørkær 30
    

    9480 Løkken","Elizabeth Bergstrøm

                ehb@habitus.dk
                
                    Telefon: 20610241","Aktivitets- og samværstilbud, § 104
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            1 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    
        
            Særlige forhold

            Pladsen er fleksibelt godkendt jf. §§107/108","Thomas Jørgensen
    

    tbjo@habotus.dk
    
        Telefon: 25844216",HabitusHusene Nordjylland ApS,Habitus Bo- og Dagtilbud ApS,Anpartsselskab,32082831,Socialtilsyn Hovedstaden,78.293.856 kr.,"25,5 %",5.543.833 kr.,"7,08 %",1.755.466 kr.,44.552.175 kr.,1.331.314 kr.,3.608.590 kr.,34.996 kr.,"68,73 %",2 %,4 %
56.735485,9.298032,Vesthimmerlands Kommune,Ullitshøj (Botilbud på Tværs ApS),"Fra 14.466,46 - 14.466,46 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","0 - Botilbud til længerevarende ophold, § 108
                
            
                
                    1 - Botilbud til midlertidige ophold, § 107","Nibevej 61
    

    9640 Farsø","Kristian Virenfeldt

                kristian@tvaers.com
                
                    Telefon: 22685301","Botilbud til længerevarende ophold, § 108
    
    
        
            0 pladser -
            ingen ledige
        
    

    
        
            Tilbudstypen omfatter skærmede pladser
        
    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            1 pladser -
            ingen ledige
        
    

    

    
        
            Særlige forhold

            Kan anvendes fleksibelt efter §108","Asgar Toft
    

    asgar@tvaers.com
    
        Telefon: 22691809",Tilbuddet selv,Botilbud på Tværs ApS,Anpartsselskab,29316279,Socialtilsyn Nord,86.989.942 kr.,"27,5 %",2.543.672 kr.,"2,92 %",991.247 kr.,64.962.196 kr.,3.793.523 kr.,1.030.682 kr.,218.718 kr.,"84,31 %","0,72 %","2,94 %"
56.165901,10.165305,Aarhus Kommune,Provstebakken 4A-K (Center for Botilbud),Fra 2.166 - 2.470 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","5 - Botilbud til længerevarende ophold, § 108
                
            
                
                    5 - Botilbud til midlertidige ophold, § 107","Provstebakken 4A
    

    8210 Aarhus V","Preben Rudolf Bøgelund Nielsen

                pbog@aarhus.dk
                
                    Telefon: 87133434","Botilbud til længerevarende ophold, § 108
    
    
        
            5 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            5 pladser -
            ingen ledige","Preben Rudolf Bøgelund Nielsen
    

    pbog@aarhus.dk
    
        Telefon: 87133434",Tilbuddet selv,Aarhus Kommune,Primærkommune,55133018,"EAN-nummer
    
        5798005774440",144.502.000 kr.,,-5.054.816 kr.,"-3,5 %",936.498 kr.,96.634.858 kr.,2.702.046 kr.,6.061.487 kr.,0 kr.,"76,33 %","2,63 %","10,95 %"
55.222673,11.743665,Næstved Kommune,Bofællesskabet Marskvej,Fra 2.451 - 2.451 kr.,"Botilbud til midlertidige ophold, § 107
            
        
            
                Botilbud til længerevarende ophold, § 108","3 - Botilbud til midlertidige ophold, § 107
                
            
                
                    14 - Botilbud til længerevarende ophold, § 108","Marskvej 22B
    

    4700 Næstved","Marlene Olsen

                mwols@naestved.dk
                
                    Telefon: 55882182","Botilbud til midlertidige ophold, § 107
    
    
        
            3 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        

            
                14 pladser -
                Kontakt afdelingen om ledige pladser
            
            
        
    

    

    
        
            Særlige forhold

            1 ledig §108 i lille enhed 
1 ledig §108 i stor enhed","Marlene Olsen
    

    mwols@naestved.dk
    
        Telefon: 55882182",Tilbuddet selv,Næstved Kommune,Primærkommune,29189625,"EAN-nummer
    
        5798007291617",,,,,,,,,,,,
55.977008,11.889962,Halsnæs Kommune,Bostedet Aktiv på Slettebjerggård,"Fra 2.636,86 - 4.763,56 kr.","Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","3 - Botilbud til længerevarende ophold, § 108
                
            
                
                    4 - Botilbud til midlertidige ophold, § 107","Torupvejen 19D
    

    3390 Hundested","Adriana Altay

                leder@bostedet-aktiv.dk
                
                    Telefon: 29377174","Botilbud til midlertidige ophold, § 107
    
    
        
            4 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til længerevarende ophold, § 108
    
    
        
            3 pladser -
            ingen ledige","Adriana Altay
    

    leder@bostedet-aktiv.dk
    
        Telefon: 29377174",Tilbuddet selv,Bostedet Aktiv på                 Slettebjerggård,Øvrige virksomhedsformer,34958114,Socialtilsyn Hovedstaden,,,,,,,,,,,,
55.0021827,11.9077329,Vordingborg Kommune,Botilbud Færgegaardsvej - Socialpsykiatri,Fra 2.472 - 4.205 kr.,"Botilbud til længerevarende ophold, § 108
            
        
            
                Botilbud til midlertidige ophold, § 107","4 - Botilbud til længerevarende ophold, § 108
                
            
                
                    1 - Botilbud til midlertidige ophold, § 107","Færgegaardsvej 15E 5
    

    4760 Vordingborg","Camilla Rose Thomsen

                catho@vordingborg.dk
                
                    Telefon: 23278897","Botilbud til længerevarende ophold, § 108
    
    
        
            4 pladser -
            ingen ledige
        
    

    

    

            
                
    Botilbud til midlertidige ophold, § 107
    
    
        
            1 pladser -
            ingen ledige","Camilla Thomsen
    

    catho@vordingborg.dk
    
        Telefon: 23278897",Tilbuddet selv,Vordingborg Kommune,Primærkommune,29189676,"EAN-nummer
    
        5798007236298",,,,,,,,,,,,
